action_type,combined_shot_type,minutes_remaining,period,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range
Jump Shot,Jump Shot,11,4,7,20,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,1,42,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,5,1,0,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,1,30,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,2,8,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,2,40,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,2,47,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,2,2,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Slam Dunk Shot,Dunk,8,3,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,3,22,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,3,52,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,6,3,48,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,4,3,58,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,4,3,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,3,18,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,3,57,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,2,3,19,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Running Dunk Shot,Dunk,1,3,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,3,0,42,0,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot
Jump Shot,Jump Shot,10,4,32,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,10,4,6,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,1,59,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,8,1,37,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,7,1,10,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,0,1,48,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,24,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,1,0,48,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot
Layup Shot,Layup,11,2,48,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,2,0,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,2,54,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Slam Dunk Shot,Dunk,9,3,37,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,3,6,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Slam Dunk Shot,Dunk,7,3,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,3,45,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,1,3,28,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,1,34,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,1,28,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,1,35,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,5,1,30,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,1,50,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Driving Dunk Shot,Dunk,4,1,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,1,33,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,2,1,0,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,0,1,7,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,2,40,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,4,2,14,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,3,35,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,9,3,10,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,3,27,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,5,3,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,3,41,15,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,3,3,8,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,3,37,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,3,0,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,4,42,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Slam Dunk Shot,Dunk,11,4,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,4,42,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,9,4,7,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,7,4,34,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,4,49,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Slam Dunk Shot,Dunk,6,4,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,4,0,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,51,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,1,26,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Running Jump Shot,Jump Shot,9,1,11,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,8,1,34,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,6,1,46,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,5,1,26,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,1,29,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,8,2,57,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,8,2,53,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,8,2,48,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,5,2,18,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,2,49,22,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Driving Dunk Shot,Dunk,1,2,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,2,25,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,2,0,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Slam Dunk Shot,Dunk,10,3,32,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,3,17,30,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,3,12,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,3,5,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,3,25,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,3,3,3,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,3,17,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Tip Shot,Tip Shot,0,3,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,8,4,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Jump Shot,Jump Shot,7,4,31,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Slam Dunk Shot,Dunk,9,1,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Jump Shot,Jump Shot,7,1,27,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,6,1,48,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,1,33,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,0,45,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,2,21,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,2,41,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,9,2,26,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,8,2,6,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,5,2,48,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,5,2,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,2,40,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,2,34,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,2,0,22,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,3,27,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Layup Shot,Layup,9,3,21,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,3,36,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,4,3,46,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,3,16,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,11,4,26,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,10,4,13,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,4,35,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Layup Shot,Layup,6,4,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,4,2,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Slam Dunk Shot,Dunk,1,4,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Jump Shot,Jump Shot,0,4,38,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,11,1,41,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,1,54,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Tip Shot,Tip Shot,7,1,27,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,1,37,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,1,38,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,1,10,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,2,1,6,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,10,2,5,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Layup Shot,Layup,9,2,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,7,2,57,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,2,2,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,1,2,14,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,0,2,7,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Layup Shot,Layup,11,3,40,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,10,3,59,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,8,3,28,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,3,31,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,3,34,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,3,29,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Running Jump Shot,Jump Shot,7,4,35,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,5,4,55,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Jump Shot,Jump Shot,3,4,42,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Jump Shot,Jump Shot,2,4,9,10,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,1,4,5,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,22,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,0,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,5,26,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Slam Dunk Shot,Dunk,2,5,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,5,18,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,5,34,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,5,0,33,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,1,27,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,7,1,19,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,1,5,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,1,51,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,11,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,11,2,24,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Slam Dunk Shot,Dunk,9,2,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,3,2,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,2,30,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,2,2,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,3,34,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,3,2,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,10,3,46,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,3,32,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,7,3,27,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,6,3,16,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,3,33,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,3,55,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,11,4,47,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,4,7,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,2,4,9,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,10,1,42,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,1,21,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Slam Dunk Shot,Dunk,9,1,16,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,8,1,32,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,1,59,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,1,48,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Layup Shot,Layup,1,1,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,0,36,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Running Jump Shot,Jump Shot,10,2,38,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Slam Dunk Shot,Dunk,3,2,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,3,28,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,3,46,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,7,3,42,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,6,3,38,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,3,16,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Reverse Layup Shot,Layup,3,3,30,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,3,32,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,3,3,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,4,58,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,10,1,50,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Driving Layup Shot,Layup,10,1,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,10,1,24,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,9,1,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,1,11,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Layup Shot,Layup,5,1,14,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Dunk Shot,Dunk,4,1,17,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,1,56,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Slam Dunk Shot,Dunk,6,2,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,2,13,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Layup Shot,Layup,4,2,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,2,44,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,2,35,29,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,2,39,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,2,22,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,3,46,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,7,3,27,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,3,52,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,0,3,50,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,6,4,51,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,4,18,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,4,50,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,4,4,3,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,4,50,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,4,28,8,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,2,4,26,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,0,4,12,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,4,0,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Running Jump Shot,Jump Shot,3,1,52,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Running Jump Shot,Jump Shot,0,1,40,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,0,1,13,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,0,1,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,10,2,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,10,2,24,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,9,2,6,8,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,7,2,56,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,1,2,54,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,1,2,37,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Jump Shot,Jump Shot,0,2,0,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,7,3,8,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,0,3,35,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,11,4,39,23,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,4,2,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,4,32,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,4,54,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,1,4,19,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Driving Layup Shot,Layup,1,4,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Dunk Shot,Dunk,0,4,39,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,4,30,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,9,1,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Alley Oop Layup shot,Layup,6,1,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,1,40,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,2,59,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,10,2,35,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,2,16,12,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,1,2,35,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,2,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,3,48,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,11,3,43,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Dunk Shot,Dunk,10,3,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
